"Country","Gender","Numbooks","Enjoy.Maths","Math.Important.Study","Math.Helps.Job","Friends.Do.Well"
"Colombia","Male",0,"c Agree","d Strongly agree","d Strongly agree","d Strongly agree"
"Colombia","Male",1,"b Disagree","c Agree","c Agree","c Agree"
"Colombia","Male",1,"a Strongly disagree","d Strongly agree","c Agree","b Disagree"
"Colombia","Female",2,"b Disagree","c Agree","c Agree","c Agree"
"Colombia","Female",0,"b Disagree","c Agree","c Agree","b Disagree"
"Colombia","Male",1,"b Disagree","c Agree","c Agree","b Disagree"
"Colombia","Female",0,"b Disagree","c Agree","c Agree","c Agree"
"Colombia","Female",2,"a Strongly disagree","c Agree","c Agree","b Disagree"
"Colombia","Male",0,"a Strongly disagree","c Agree","c Agree","a Strongly disagree"
"Colombia","Female",1,"c Agree","d Strongly agree","d Strongly agree","c Agree"
"Colombia","Female",1,"b Disagree","c Agree","c Agree","b Disagree"
"Colombia","Female",2,"b Disagree","d Strongly agree","d Strongly agree","a Strongly disagree"
"Colombia","Male",1,"a Strongly disagree","a Strongly disagree","d Strongly agree","a Strongly disagree"
"Colombia","Male",1,"b Disagree","c Agree","c Agree","c Agree"
"Colombia","Female",1,"c Agree","c Agree","c Agree","b Disagree"
"Colombia","Female",0,"c Agree","c Agree","c Agree","d Strongly agree"
"Colombia","Male",1,"b Disagree","c Agree","c Agree","c Agree"
"Colombia","Female",0,"b Disagree","c Agree","c Agree","b Disagree"
"Colombia","Female",2,"c Agree","c Agree","c Agree","c Agree"
"Colombia","Female",0,"b Disagree","b Disagree","c Agree","b Disagree"
"Colombia","Female",0,"c Agree","d Strongly agree","d Strongly agree","d Strongly agree"
"Colombia","Female",0,"d Strongly agree","d Strongly agree","c Agree","c Agree"
"Colombia","Female",2,"a Strongly disagree","c Agree","c Agree","c Agree"
"Colombia","Female",1,"b Disagree","a Strongly disagree","a Strongly disagree","c Agree"
"Colombia","Female",2,"c Agree","d Strongly agree","d Strongly agree","c Agree"
"Colombia","Male",0,"b Disagree","c Agree","c Agree","c Agree"
"Colombia","Male",0,"d Strongly agree","d Strongly agree","d Strongly agree","d Strongly agree"
"Colombia","Female",1,"d Strongly agree","d Strongly agree","d Strongly agree","c Agree"
"Colombia","Male",2,"c Agree","d Strongly agree","c Agree","c Agree"
"Colombia","Female",1,"b Disagree","b Disagree","d Strongly agree","b Disagree"
"Colombia","Female",1,"a Strongly disagree","c Agree","c Agree","b Disagree"
"Colombia","Female",0,"b Disagree","c Agree","c Agree","c Agree"
"Colombia","Female",2,"b Disagree","c Agree","b Disagree","b Disagree"
"Colombia","Male",0,"a Strongly disagree","b Disagree","c Agree","b Disagree"
"Colombia","Male",3,"d Strongly agree","d Strongly agree","d Strongly agree","c Agree"
"Colombia","Female",1,"c Agree","d Strongly agree","d Strongly agree","c Agree"
"Colombia","Female",1,"d Strongly agree","d Strongly agree","d Strongly agree","b Disagree"
"Colombia","Female",0,"c Agree","b Disagree","d Strongly agree","b Disagree"
"Colombia","Male",2,"c Agree","c Agree","c Agree","b Disagree"
"Colombia","Male",0,"b Disagree","c Agree","c Agree","c Agree"
"Colombia","Male",0,"d Strongly agree","d Strongly agree","d Strongly agree","b Disagree"
"Colombia","Male",2,"d Strongly agree","d Strongly agree","d Strongly agree","b Disagree"
"Colombia","Female",1,"b Disagree","b Disagree","b Disagree","c Agree"
"Colombia","Male",0,"b Disagree","c Agree","d Strongly agree","b Disagree"
"Colombia","Male",1,"b Disagree","b Disagree","c Agree","b Disagree"
"Colombia","Male",2,"d Strongly agree","d Strongly agree","d Strongly agree","b Disagree"
"Colombia","Female",0,"b Disagree","c Agree","d Strongly agree","b Disagree"
"Colombia","Male",0,"b Disagree","c Agree","c Agree","c Agree"
"Colombia","Male",1,"b Disagree","c Agree","c Agree","b Disagree"
"Colombia","Male",1,"c Agree","d Strongly agree","c Agree","d Strongly agree"
"Colombia","Female",0,"c Agree","d Strongly agree","c Agree","d Strongly agree"
"Colombia","Male",1,"c Agree","d Strongly agree","c Agree","c Agree"
"Colombia","Female",0,"b Disagree","c Agree","c Agree","d Strongly agree"
"Colombia","Male",0,"b Disagree","b Disagree","c Agree","c Agree"
"Colombia","Female",1,"a Strongly disagree","b Disagree","c Agree","b Disagree"
"Colombia","Female",2,"c Agree","d Strongly agree","c Agree","b Disagree"
"Colombia","Female",0,"b Disagree","d Strongly agree","d Strongly agree","d Strongly agree"
"Colombia","Female",0,"d Strongly agree","c Agree","c Agree","b Disagree"
"Colombia","Female",1,"a Strongly disagree","c Agree","c Agree","c Agree"
"Colombia","Female",1,"c Agree","d Strongly agree","d Strongly agree","b Disagree"
"Colombia","Female",1,"b Disagree","c Agree","c Agree","c Agree"
"Colombia","Male",0,"b Disagree","b Disagree","b Disagree","b Disagree"
"Colombia","Female",0,"b Disagree","c Agree","c Agree","c Agree"
"Colombia","Female",1,"b Disagree","c Agree","b Disagree","c Agree"
"Colombia","Female",1,"b Disagree","c Agree","b Disagree","c Agree"
"Colombia","Male",2,"b Disagree","c Agree","c Agree","c Agree"
"Colombia","Female",4,"a Strongly disagree","a Strongly disagree","b Disagree","c Agree"
"Colombia","Female",0,"c Agree","c Agree","b Disagree","c Agree"
"Colombia","Female",0,"a Strongly disagree","c Agree","c Agree","c Agree"
"Colombia","Female",1,"b Disagree","c Agree","c Agree","c Agree"
"Colombia","Female",2,"b Disagree","c Agree","d Strongly agree","c Agree"
"Colombia","Male",2,"a Strongly disagree","c Agree","c Agree","b Disagree"
"Colombia","Male",2,"b Disagree","c Agree","c Agree","d Strongly agree"
"Colombia","Female",2,"b Disagree","b Disagree","b Disagree","c Agree"
"Colombia","Male",3,"b Disagree","c Agree","c Agree","c Agree"
"Colombia","Female",2,"c Agree","c Agree","d Strongly agree","c Agree"
"Colombia","Female",2,"b Disagree","b Disagree","b Disagree","b Disagree"
"Colombia","Female",2,"c Agree","d Strongly agree","c Agree","b Disagree"
"Colombia","Female",1,"b Disagree","b Disagree","b Disagree","b Disagree"
"Colombia","Male",0,"b Disagree","b Disagree","b Disagree","b Disagree"
"Colombia","Male",1,"b Disagree","c Agree","c Agree","c Agree"
"Colombia","Male",2,"b Disagree","c Agree","c Agree","b Disagree"
"Colombia","Female",1,"d Strongly agree","d Strongly agree","c Agree","b Disagree"
"Colombia","Male",1,"c Agree","d Strongly agree","d Strongly agree","b Disagree"
"Colombia","Male",2,"b Disagree","c Agree","c Agree","c Agree"
"Colombia","Female",0,"c Agree","d Strongly agree","d Strongly agree","d Strongly agree"
"Colombia","Female",0,"c Agree","d Strongly agree","d Strongly agree","c Agree"
"Colombia","Female",3,"b Disagree","b Disagree","c Agree","c Agree"
"Colombia","Male",1,"c Agree","c Agree","b Disagree","c Agree"
"Colombia","Male",2,"c Agree","d Strongly agree","d Strongly agree","b Disagree"
"Colombia","Female",2,"b Disagree","b Disagree","c Agree","c Agree"
"Colombia","Female",1,"c Agree","d Strongly agree","d Strongly agree","d Strongly agree"
"Colombia","Female",1,"b Disagree","a Strongly disagree","b Disagree","c Agree"
"Colombia","Female",1,"c Agree","d Strongly agree","c Agree","c Agree"
"Colombia","Female",1,"b Disagree","b Disagree","c Agree","c Agree"
"Colombia","Female",0,"b Disagree","a Strongly disagree","d Strongly agree","c Agree"
"Colombia","Male",1,"c Agree","c Agree","c Agree","b Disagree"
"Colombia","Male",1,"a Strongly disagree","c Agree","b Disagree","c Agree"
"Colombia","Female",2,"b Disagree","b Disagree","c Agree","b Disagree"
"Colombia","Female",1,"c Agree","c Agree","c Agree","c Agree"
"Colombia","Male",1,"b Disagree","b Disagree","c Agree","b Disagree"
"Colombia","Male",1,"b Disagree","c Agree","c Agree","c Agree"
"Colombia","Male",1,"b Disagree","d Strongly agree","d Strongly agree","d Strongly agree"
"Colombia","Female",0,"b Disagree","c Agree","b Disagree","c Agree"
"Colombia","Female",2,"a Strongly disagree","a Strongly disagree","a Strongly disagree","b Disagree"
"Colombia","Male",0,"b Disagree","d Strongly agree","d Strongly agree","c Agree"
"Colombia","Female",0,"b Disagree","d Strongly agree","d Strongly agree","c Agree"
"Colombia","Female",0,"b Disagree","c Agree","b Disagree","b Disagree"
"Colombia","Male",0,"c Agree","d Strongly agree","c Agree","c Agree"
"Colombia","Female",0,"c Agree","d Strongly agree","d Strongly agree","a Strongly disagree"
"Colombia","Female",0,"d Strongly agree","d Strongly agree","d Strongly agree","b Disagree"
"Colombia","Female",2,"b Disagree","c Agree","c Agree","c Agree"
"Colombia","Male",0,"c Agree","d Strongly agree","d Strongly agree","b Disagree"
"Colombia","Male",1,"c Agree","c Agree","c Agree","c Agree"
"Colombia","Female",1,"b Disagree","d Strongly agree","d Strongly agree","c Agree"
"Colombia","Female",1,"b Disagree","b Disagree","c Agree","b Disagree"
"Colombia","Male",1,"b Disagree","c Agree","c Agree","c Agree"
"Colombia","Female",1,"c Agree","d Strongly agree","d Strongly agree","c Agree"
"Colombia","Male",3,"c Agree","c Agree","c Agree","b Disagree"
"Colombia","Female",1,"b Disagree","d Strongly agree","d Strongly agree","d Strongly agree"
"Colombia","Female",3,"b Disagree","d Strongly agree","c Agree","c Agree"
"Colombia","Male",0,"b Disagree","c Agree","c Agree","b Disagree"
"Colombia","Female",2,"b Disagree","b Disagree","c Agree","b Disagree"
"Colombia","Male",1,"b Disagree","c Agree","c Agree","c Agree"
"Colombia","Male",1,"c Agree","c Agree","c Agree","c Agree"
"Colombia","Female",0,"b Disagree","b Disagree","c Agree","c Agree"
"Colombia","Male",0,"c Agree","c Agree","b Disagree","b Disagree"
"Colombia","Male",0,"a Strongly disagree","b Disagree","b Disagree","b Disagree"
"Colombia","Female",1,"b Disagree","b Disagree","d Strongly agree","c Agree"
"Colombia","Female",1,"c Agree","c Agree","b Disagree","c Agree"
"Colombia","Female",1,"b Disagree","b Disagree","b Disagree","b Disagree"
"Colombia","Male",2,"b Disagree","c Agree","c Agree","c Agree"
"Colombia","Female",1,"b Disagree","b Disagree","c Agree","c Agree"
"Colombia","Female",2,"b Disagree","c Agree","c Agree","b Disagree"
"Colombia","Male",3,"c Agree","c Agree","c Agree","c Agree"
"Colombia","Female",0,"d Strongly agree","d Strongly agree","d Strongly agree","b Disagree"
"Colombia","Female",2,"b Disagree","b Disagree","b Disagree","b Disagree"
"Colombia","Female",1,"b Disagree","c Agree","c Agree","c Agree"
"Colombia","Male",1,"b Disagree","d Strongly agree","b Disagree","d Strongly agree"
"Colombia","Female",3,"c Agree","c Agree","d Strongly agree","c Agree"
"Colombia","Female",1,"c Agree","c Agree","d Strongly agree","c Agree"
"Colombia","Male",3,"b Disagree","c Agree","c Agree","c Agree"
"Colombia","Male",3,"b Disagree","c Agree","c Agree","b Disagree"
"Colombia","Male",0,"a Strongly disagree","d Strongly agree","a Strongly disagree","d Strongly agree"
"Colombia","Male",3,"d Strongly agree","d Strongly agree","d Strongly agree","b Disagree"
"Colombia","Male",1,"c Agree","c Agree","c Agree","c Agree"
"Colombia","Male",3,"b Disagree","d Strongly agree","d Strongly agree","b Disagree"
"Colombia","Female",0,"b Disagree","c Agree","c Agree","c Agree"
"Colombia","Male",4,"c Agree","d Strongly agree","c Agree","c Agree"
"Colombia","Female",3,"b Disagree","d Strongly agree","d Strongly agree","b Disagree"
"Colombia","Male",2,"c Agree","d Strongly agree","d Strongly agree","d Strongly agree"
"Colombia","Male",1,"b Disagree","b Disagree","b Disagree","a Strongly disagree"
"Colombia","Female",1,"c Agree","c Agree","c Agree","b Disagree"
"Colombia","Male",2,"c Agree","d Strongly agree","d Strongly agree","c Agree"
"Colombia","Male",2,"c Agree","d Strongly agree","d Strongly agree","c Agree"
"Colombia","Female",2,"b Disagree","c Agree","a Strongly disagree","a Strongly disagree"
"Colombia","Female",2,"b Disagree","c Agree","c Agree","c Agree"
"Colombia","Male",3,"b Disagree","d Strongly agree","d Strongly agree","b Disagree"
"Colombia","Male",1,"c Agree","d Strongly agree","c Agree","c Agree"
"Colombia","Male",3,"c Agree","c Agree","c Agree","b Disagree"
"Colombia","Male",0,"b Disagree","b Disagree","d Strongly agree","b Disagree"
"Colombia","Female",0,"c Agree","d Strongly agree","c Agree","d Strongly agree"
"Colombia","Male",2,"b Disagree","c Agree","c Agree","b Disagree"
"Colombia","Male",0,"d Strongly agree","d Strongly agree","d Strongly agree","d Strongly agree"
"Colombia","Female",2,"b Disagree","b Disagree","c Agree","b Disagree"
"Colombia","Male",1,"c Agree","d Strongly agree","d Strongly agree","c Agree"
"Colombia","Male",0,"d Strongly agree","b Disagree","d Strongly agree","d Strongly agree"
"Colombia","Male",2,"a Strongly disagree","b Disagree","c Agree","b Disagree"
"Colombia","Male",1,"b Disagree","c Agree","c Agree","b Disagree"
"Colombia","Male",0,"c Agree","c Agree","d Strongly agree","d Strongly agree"
"Colombia","Male",0,"b Disagree","b Disagree","c Agree","b Disagree"
"Colombia","Male",0,"b Disagree","c Agree","d Strongly agree","c Agree"
"Colombia","Female",2,"d Strongly agree","d Strongly agree","d Strongly agree","d Strongly agree"
"Colombia","Female",3,"c Agree","c Agree","c Agree","b Disagree"
"Colombia","Male",2,"b Disagree","b Disagree","c Agree","c Agree"
"Colombia","Female",2,"b Disagree","b Disagree","c Agree","c Agree"
"Colombia","Male",1,"d Strongly agree","d Strongly agree","d Strongly agree","d Strongly agree"
"Colombia","Female",1,"b Disagree","d Strongly agree","c Agree","b Disagree"
"Colombia","Male",2,"b Disagree","b Disagree","d Strongly agree","b Disagree"
"Colombia","Male",1,"b Disagree","c Agree","c Agree","b Disagree"
"Colombia","Male",2,"b Disagree","d Strongly agree","d Strongly agree","b Disagree"
"Colombia","Female",0,"b Disagree","c Agree","b Disagree","c Agree"
"Colombia","Female",2,"b Disagree","b Disagree","c Agree","c Agree"
"Colombia","Male",1,"a Strongly disagree","d Strongly agree","d Strongly agree","b Disagree"
"Colombia","Female",0,"b Disagree","c Agree","c Agree","c Agree"
"Colombia","Male",3,"c Agree","c Agree","b Disagree","b Disagree"
"Colombia","Male",1,"c Agree","c Agree","b Disagree","b Disagree"
"Colombia","Male",2,"a Strongly disagree","d Strongly agree","d Strongly agree","b Disagree"
"Colombia","Female",0,"a Strongly disagree","a Strongly disagree","a Strongly disagree","c Agree"
"Colombia","Male",0,"b Disagree","c Agree","b Disagree","b Disagree"
"Colombia","Female",3,"b Disagree","c Agree","c Agree","b Disagree"
"Colombia","Male",2,"c Agree","c Agree","c Agree","d Strongly agree"
"Colombia","Male",1,"c Agree","d Strongly agree","d Strongly agree","c Agree"
"Colombia","Female",3,"b Disagree","b Disagree","c Agree","b Disagree"
"Colombia","Male",1,"b Disagree","d Strongly agree","c Agree","b Disagree"
"Colombia","Male",0,"c Agree","c Agree","c Agree","c Agree"
"Colombia","Male",2,"b Disagree","b Disagree","b Disagree","c Agree"
"Colombia","Female",0,"c Agree","d Strongly agree","d Strongly agree","c Agree"
"Colombia","Male",1,"c Agree","d Strongly agree","d Strongly agree","b Disagree"
"Colombia","Male",1,"d Strongly agree","d Strongly agree","d Strongly agree","d Strongly agree"
"Colombia","Female",1,"b Disagree","c Agree","c Agree","b Disagree"
"Colombia","Male",2,"b Disagree","d Strongly agree","d Strongly agree","c Agree"
"Colombia","Female",1,"a Strongly disagree","c Agree","c Agree","d Strongly agree"
"Colombia","Female",4,"a Strongly disagree","d Strongly agree","c Agree","b Disagree"
"Colombia","Female",0,"c Agree","d Strongly agree","d Strongly agree","d Strongly agree"
"Colombia","Male",1,"b Disagree","d Strongly agree","d Strongly agree","c Agree"
"Colombia","Female",1,"c Agree","d Strongly agree","d Strongly agree","a Strongly disagree"
"Colombia","Male",1,"d Strongly agree","d Strongly agree","d Strongly agree","b Disagree"
"Colombia","Female",3,"c Agree","b Disagree","c Agree","b Disagree"
"Colombia","Male",2,"a Strongly disagree","a Strongly disagree","a Strongly disagree","c Agree"
"Colombia","Female",0,"b Disagree","d Strongly agree","d Strongly agree","c Agree"
"Colombia","Female",1,"b Disagree","a Strongly disagree","c Agree","b Disagree"
"Colombia","Female",0,"b Disagree","d Strongly agree","c Agree","c Agree"
"Colombia","Female",2,"b Disagree","d Strongly agree","d Strongly agree","b Disagree"
"Colombia","Male",0,"b Disagree","b Disagree","c Agree","b Disagree"
"Colombia","Female",0,"b Disagree","d Strongly agree","c Agree","c Agree"
"Colombia","Female",0,"b Disagree","d Strongly agree","d Strongly agree","b Disagree"
"Colombia","Male",2,"a Strongly disagree","b Disagree","c Agree","b Disagree"
"Colombia","Female",2,"c Agree","d Strongly agree","d Strongly agree","d Strongly agree"
"Colombia","Male",2,"b Disagree","d Strongly agree","c Agree","b Disagree"
"Colombia","Female",1,"b Disagree","d Strongly agree","c Agree","d Strongly agree"
"Colombia","Male",1,"b Disagree","c Agree","c Agree","b Disagree"
"Colombia","Female",4,"b Disagree","b Disagree","c Agree","c Agree"
"Colombia","Male",1,"b Disagree","b Disagree","b Disagree","b Disagree"
"Colombia","Male",2,"c Agree","c Agree","c Agree","c Agree"
"Colombia","Male",0,"c Agree","c Agree","d Strongly agree","c Agree"
"Colombia","Female",2,"b Disagree","c Agree","b Disagree","d Strongly agree"
"Colombia","Female",3,"c Agree","d Strongly agree","d Strongly agree","c Agree"
"Colombia","Male",1,"b Disagree","b Disagree","b Disagree","b Disagree"
"Colombia","Female",1,"c Agree","d Strongly agree","c Agree","c Agree"
"Colombia","Male",0,"b Disagree","b Disagree","b Disagree","c Agree"
